Source,Target,Type,id,label,timeset,weight
62,66,Undirected,0,,,1.0
62,83,Undirected,0,,,1.0
62,28,Undirected,0,,,1.0
63,107,Undirected,0,,,1.0
63,73,Undirected,0,,,1.0
63,79,Undirected,0,,,1.0
63,59,Undirected,0,,,1.0
63,68,Undirected,0,,,1.0
63,110,Undirected,0,,,1.0
63,87,Undirected,0,,,1.0
63,99,Undirected,0,,,1.0
63,6,Undirected,0,,,1.0
63,69,Undirected,0,,,1.0
64,26,Undirected,0,,,1.0
64,61,Undirected,0,,,1.0
64,78,Undirected,0,,,1.0
64,104,Undirected,0,,,1.0
64,39,Undirected,0,,,1.0
64,38,Undirected,0,,,1.0
64,90,Undirected,0,,,1.0
64,57,Undirected,0,,,1.0
64,48,Undirected,0,,,1.0
64,83,Undirected,0,,,1.0
65,77,Undirected,0,,,1.0
65,39,Undirected,0,,,1.0
65,62,Undirected,0,,,1.0
65,58,Undirected,0,,,1.0
65,22,Undirected,0,,,1.0
65,14,Undirected,0,,,1.0
65,95,Undirected,0,,,1.0
65,64,Undirected,0,,,1.0
65,40,Undirected,0,,,1.0
65,57,Undirected,0,,,1.0
66,60,Undirected,0,,,1.0
66,85,Undirected,0,,,1.0
66,95,Undirected,0,,,1.0
66,104,Undirected,0,,,1.0
66,89,Undirected,0,,,1.0
66,48,Undirected,0,,,1.0
66,41,Undirected,0,,,1.0
66,61,Undirected,0,,,1.0
66,19,Undirected,0,,,1.0
66,26,Undirected,0,,,1.0
67,68,Undirected,0,,,1.0
67,56,Undirected,0,,,1.0
67,43,Undirected,0,,,1.0
67,87,Undirected,0,,,1.0
67,18,Undirected,0,,,1.0
67,80,Undirected,0,,,1.0
67,50,Undirected,0,,,1.0
67,45,Undirected,0,,,1.0
67,51,Undirected,0,,,1.0
67,69,Undirected,0,,,1.0
68,43,Undirected,0,,,1.0
68,67,Undirected,0,,,1.0
68,45,Undirected,0,,,1.0
68,51,Undirected,0,,,1.0
68,87,Undirected,0,,,1.0
68,56,Undirected,0,,,1.0
68,80,Undirected,0,,,1.0
68,24,Undirected,0,,,1.0
68,49,Undirected,0,,,1.0
68,72,Undirected,0,,,1.0
69,56,Undirected,0,,,1.0
69,80,Undirected,0,,,1.0
69,68,Undirected,0,,,1.0
69,45,Undirected,0,,,1.0
69,49,Undirected,0,,,1.0
69,99,Undirected,0,,,1.0
69,67,Undirected,0,,,1.0
69,50,Undirected,0,,,1.0
69,43,Undirected,0,,,1.0
69,96,Undirected,0,,,1.0
70,116,Undirected,0,,,1.0
70,103,Undirected,0,,,1.0
70,106,Undirected,0,,,1.0
70,114,Undirected,0,,,1.0
70,71,Undirected,0,,,1.0
70,75,Undirected,0,,,1.0
70,73,Undirected,0,,,1.0
70,112,Undirected,0,,,1.0
70,115,Undirected,0,,,1.0
70,82,Undirected,0,,,1.0
71,115,Undirected,0,,,1.0
71,116,Undirected,0,,,1.0
71,82,Undirected,0,,,1.0
71,114,Undirected,0,,,1.0
71,117,Undirected,0,,,1.0
71,97,Undirected,0,,,1.0
71,96,Undirected,0,,,1.0
71,70,Undirected,0,,,1.0
71,113,Undirected,0,,,1.0
71,103,Undirected,0,,,1.0
72,55,Undirected,0,,,1.0
72,42,Undirected,0,,,1.0
72,68,Undirected,0,,,1.0
72,49,Undirected,0,,,1.0
72,51,Undirected,0,,,1.0
72,56,Undirected,0,,,1.0
72,45,Undirected,0,,,1.0
72,43,Undirected,0,,,1.0
72,87,Undirected,0,,,1.0
72,79,Undirected,0,,,1.0
73,63,Undirected,0,,,1.0
73,7,Undirected,0,,,1.0
73,107,Undirected,0,,,1.0
73,70,Undirected,0,,,1.0
73,110,Undirected,0,,,1.0
73,116,Undirected,0,,,1.0
73,79,Undirected,0,,,1.0
73,12,Undirected,0,,,1.0
73,68,Undirected,0,,,1.0
73,59,Undirected,0,,,1.0
74,86,Undirected,0,,,1.0
74,42,Undirected,0,,,1.0
74,55,Undirected,0,,,1.0
74,84,Undirected,0,,,1.0
74,96,Undirected,0,,,1.0
74,72,Undirected,0,,,1.0
74,49,Undirected,0,,,1.0
74,20,Undirected,0,,,1.0
74,47,Undirected,0,,,1.0
74,51,Undirected,0,,,1.0
75,106,Undirected,0,,,1.0
75,116,Undirected,0,,,1.0
75,103,Undirected,0,,,1.0
75,113,Undirected,0,,,1.0
75,114,Undirected,0,,,1.0
75,82,Undirected,0,,,1.0
75,70,Undirected,0,,,1.0
75,117,Undirected,0,,,1.0
75,96,Undirected,0,,,1.0
75,115,Undirected,0,,,1.0
76,47,Undirected,0,,,1.0
76,56,Undirected,0,,,1.0
76,68,Undirected,0,,,1.0
76,45,Undirected,0,,,1.0
76,87,Undirected,0,,,1.0
76,99,Undirected,0,,,1.0
76,49,Undirected,0,,,1.0
76,67,Undirected,0,,,1.0
76,108,Undirected,0,,,1.0
76,50,Undirected,0,,,1.0
77,58,Undirected,0,,,1.0
77,102,Undirected,0,,,1.0
77,78,Undirected,0,,,1.0
77,39,Undirected,0,,,1.0
77,40,Undirected,0,,,1.0
77,104,Undirected,0,,,1.0
77,65,Undirected,0,,,1.0
77,38,Undirected,0,,,1.0
77,22,Undirected,0,,,1.0
77,53,Undirected,0,,,1.0
78,102,Undirected,0,,,1.0
78,64,Undirected,0,,,1.0
78,90,Undirected,0,,,1.0
78,38,Undirected,0,,,1.0
78,48,Undirected,0,,,1.0
78,104,Undirected,0,,,1.0
78,41,Undirected,0,,,1.0
78,60,Undirected,0,,,1.0
78,83,Undirected,0,,,1.0
78,22,Undirected,0,,,1.0
79,42,Undirected,0,,,1.0
79,107,Undirected,0,,,1.0
79,98,Undirected,0,,,1.0
79,20,Undirected,0,,,1.0
79,50,Undirected,0,,,1.0
79,55,Undirected,0,,,1.0
79,45,Undirected,0,,,1.0
79,43,Undirected,0,,,1.0
79,68,Undirected,0,,,1.0
79,99,Undirected,0,,,1.0
80,56,Undirected,0,,,1.0
80,68,Undirected,0,,,1.0
80,49,Undirected,0,,,1.0
80,67,Undirected,0,,,1.0
80,44,Undirected,0,,,1.0
80,43,Undirected,0,,,1.0
80,6,Undirected,0,,,1.0
80,69,Undirected,0,,,1.0
80,98,Undirected,0,,,1.0
80,96,Undirected,0,,,1.0
81,42,Undirected,0,,,1.0
81,96,Undirected,0,,,1.0
81,20,Undirected,0,,,1.0
81,109,Undirected,0,,,1.0
81,99,Undirected,0,,,1.0
